求,球,0.9979446530342102,1.0,0.3590909090909091,1
求,年,0.001239360892213881,0.1,0.3142857142857143,0
求,国,0.0003859235148411244,0.1,0.31875,0
求,界,6.438871787395328e-05,0.1,0.19444444444444445,0
求,美,5.883472476853058e-05,0.1,0.29444444444444445,0
特,持,0.6578387022018433,0.1,0.7749999999999999,1
特,继,0.33217301964759827,0.2,0.6,0
特,陆,0.0035280168522149324,0.2,0.425,0
特,连,0.00334716634824872,0.0,0.275,0
特,延,0.0005709607503376901,0.0,0.25,0
着,是,0.6232360005378723,0.1,0.40454545454545454,0
着,者,0.3671230375766754,0.9,0.6318181818181818,1
着,的,0.0011352081783115864,0.6,0.28181818181818186,0
着,，,0.0010099312057718635,0.2,0.2,0
着,在,0.0008162884623743594,0.5,0.48636363636363633,0
待,代,0.9995239973068237,1.0,0.6888888888888889,1
待,教,0.00018989169620908797,0.1,0.5545454545454545,0
待,世,0.00014164243475534022,0.2,0.2388888888888889,0
待,化,6.417923577828333e-05,0.1,0.661111111111111,0
待,班,2.7421372578828596e-05,0.1,0.225,0
弥,极,0.5646787881851196,0.6,0.56875,0
弥,失,0.24876843392848969,0.5,0.40625,0
弥,退,0.022100035101175308,0.0,0.3222222222222222,0
弥,费,0.021827589720487595,0.1,0.3222222222222222,0
弥,除,0.017714153975248337,0.2,0.6722222222222222,0
频,平,0.9974276423454285,1.0,0.09615384615384615,1
频,人,0.002480495488271117,0.2,0.038461538461538464,0
频,年,1.193760363094043e-05,0.1,0.11538461538461539,0
频,国,7.874233233451378e-06,0.1,0.15384615384615385,0
频,日,7.3808864726743195e-06,0.1,0.07692307692307693,0
卷,费,0.7398730516433716,0.0,0.5722222222222222,0
卷,等,0.1245926171541214,0.1,0.4166666666666667,0
卷,金,0.05385594069957733,0.4,0.6,0
卷,税,0.01455762330442667,0.0,0.3666666666666667,0
卷,部,0.006216603796929121,0.0,0.2,0
依,行,0.5999996066093445,0.1,0.6375,0
依,衣,0.325369656085968,1.0,0.48750000000000004,1
依,住,0.01379257533699274,0.1,0.7687499999999999,0
依,穿,0.009082700125873089,0.1,0.4222222222222222,0
依,言,0.005746618844568729,0.4,0.31875,0
朔,溯,0.895095944404602,0.5,0.7423076923076922,1
朔,忆,0.05708399787545204,0.1,0.5499999999999999,0
朔,随,0.022958990186452866,0.5,0.4772727272727273,0
朔,踪,0.007270092610269785,0.0,0.4166666666666667,0
朔,问,0.003134037833660841,0.2,0.25,0
之,只,0.8684000968933105,0.9,0.6,1
之,不,0.0689091831445694,0.1,0.6375,0
之,仅,0.027765728533267975,0.1,0.1875,0
之,就,0.0072639514692127705,0.1,0.1625,0
之,还,0.0035505371633917093,0.1,0.4071428571428572,0
友,有,0.971424400806427,1.0,0.7166666666666666,1
友,是,0.016067972406744957,0.1,0.3111111111111111,0
友,剩,0.00870069395750761,0.1,0.18333333333333335,0
友,要,0.0004745004407595843,0.4,0.41111111111111115,0
友,到,0.00040049574454315007,0.1,0.225,0
菁,好,0.5194145441055298,0.1,0.33636363636363636,0
菁,坏,0.03379586711525917,0.0,0.2590909090909091,0
菁,人,0.028565457090735435,0.1,0.04545454545454544,0
菁,傻,0.01983676478266716,0.1,0.4115384615384615,0
菁,大,0.018493546172976494,0.1,0.16818181818181818,0
视,能,0.9657158851623535,0.1,0.75,0
视,实,0.012988968752324581,0.9,0.35,0
视,压,0.006093975622206926,0.0,0.3875,0
视,努,0.0045812977477908134,0.1,0.31875,0
视,的,0.003421708242967725,0.1,0.6,0
力,利,0.9942945837974548,1.0,0.07142857142857142,1
力,弊,0.0041099730879068375,0.6,0.035714285714285726,0
力,有,0.0005327160470187664,0.1,0.4833333333333334,0
力,益,0.0002661387843545526,0.6,0.15,0
力,祸,0.00017764662334229797,0.1,0.24545454545454545,0
然,水,0.38726118206977844,0.0,0.08333333333333334,0
然,染,0.2581876516342163,0.9,0.4375,1
然,化,0.1314297914505005,0.0,0.18333333333333335,0
然,的,0.04572681337594986,0.1,0.2666666666666667,0
然,，,0.027874402701854706,0.1,0.0,0
邦,为,0.3208560347557068,0.0,0.46666666666666673,0
邦,求,0.13671617209911346,0.1,0.2142857142857143,0
邦,帮,0.11832869797945023,1.0,0.5666666666666667,1
邦,和,0.09072991460561752,0.1,0.4375,0
邦,让,0.07700368016958237,0.5,0.45833333333333337,0
十,什,0.999534010887146,0.6,0.325,1
十,甚,0.0004027468676213175,0.6,0.15555555555555556,0
十,了,2.3105792934074998e-05,0.1,0.35,0
十,怎,9.299365956394468e-06,0.1,0.15555555555555556,0
十,何,6.90062552166637e-06,0.2,0.17142857142857143,0
门,们,0.9995275735855103,0.9,0.25,1
门,人,0.00019514521409291774,0.6,0.6166666666666667,0
门,在,3.382956128916703e-05,0.1,0.125,0
门,家,3.151598866679706e-05,0.0,0.17500000000000002,0
门,要,3.0340703233378008e-05,0.0,0.18333333333333335,0
后,候,0.9526907801628113,1.0,0.25,1
后,，,0.016178898513317108,0.1,0.0,0
后,间,0.011445214971899986,0.0,0.3142857142857143,0
后,代,0.011165830306708813,0.2,0.30833333333333335,0
后,期,0.005545174703001976,0.1,0.125,0
影,印,0.989352822303772,0.9,0.43333333333333335,1
影,形,0.010291497223079205,0.5,0.6666666666666666,0
影,对,0.00023614693782292306,0.0,0.33333333333333337,0
影,现,4.7742065362399444e-05,0.0,0.4833333333333333,0
影,假,2.1242545699351467e-05,0.1,0.43333333333333335,0
